,description,book_id
39,"
So, you've gotten started on eBay. You've made a few purchases and your first sale. You may have even built a moneymaking business. Now you're looking for ways to ratchet things up. You're looking for the insider tips and tricks for the easiest ways to take care of listing items, completing transactions, and keeping good records and you don't have the time to do all the
So, you've gotten started on eBay. You've made a few purchases and your first sale. You may have even built a moneymaking business. Now you're looking for ways to ratchet things up. You're looking for the insider tips and tricks for the easiest ways to take care of listing items, completing transactions, and keeping good records and you don't have the time to do all the research. eBay Timesaving Techniques For Dummies is the book for you. Marsha Collier, an eBay University instructor and best selling author of eBay For Dummies and Starting an eBay Business For Dummies, has collected the fastest and most effective techniques for finding items to sell, setting up your sales pages, pricing items to move, getting the word out about your business, collecting payments, shipping your item, and taking care of all the paperwork. Time is money after all. So why waste time when you can be making money on eBay. This book contains over 60 step-by-step techniques proven to add efficiency to your eBay operation.Includes coverage of:Finding sources for merchandise to sell on eBay Setting attractive prices and shipping costs Handling multiple sales without losing your cool Prettying up your auctions with digital photo and HTML tricks Tracking payments and shipments and keeping your customers happy Working with PayPal, both on and off of eBay Enhancing your status in the eBay community Simplifying your bookkeeping Creating marketing, merchandising, and advertising plans Solving problems quickly when they occur
...more
",139
40,"
Bestselling author Marsha Collier presents readers with an all-new guide that goes beyond all previous eBay business books, offering one-stop guidance on eBay techniques as well as entrepreneurial fundamentals. She provides in-depth coverage on the most critical eBay topics, including merchandise sourcing, marketing, advertising, and customer service.The minibooks that
Bestselling author Marsha Collier presents readers with an all-new guide that goes beyond all previous eBay business books, offering one-stop guidance on eBay techniques as well as entrepreneurial fundamentals. She provides in-depth coverage on the most critical eBay topics, including merchandise sourcing, marketing, advertising, and customer service.The minibooks that make up the guide cover eBay registration, navigation, and buying; getting ready to sell; digital photography and scanning for sales pages; eBay selling and marketing; getting legal and licensed; using auction management software; setting up an office (PCs, Internet, networking, and shipping); and PayPal.* Marsha Collier's eBay books have sold hundreds of thousands of copies and her Starting an eBay Business For Dummies is currently the bestselling eBay reference on the market* This one-stop reference examines not only eBay techniques and issues, but also the basic business strategies that people need to run any successful venture
...more
",140
41,"
Do you want to push Ruby to its limits? The Ruby Cookbook is the most comprehensive problem-solving guide to today's hottest programming language. It gives you hundreds of solutions to real-world problems, with clear explanations and thousands of lines of code you can use in your own projects.From data structures and algorithms, to integration with cutting-edge
Do you want to push Ruby to its limits? The Ruby Cookbook is the most comprehensive problem-solving guide to today's hottest programming language. It gives you hundreds of solutions to real-world problems, with clear explanations and thousands of lines of code you can use in your own projects.From data structures and algorithms, to integration with cutting-edge technologies, the Ruby Cookbook has something for every programmer. Beginners and advanced Rubyists alike will learn how to program with:Strings and numbersArrays and hashesClasses, modules, and namespacesReflection and metaprogrammingXML and HTML processingRuby on Rails (including Ajax integration)DatabasesGraphicsInternet services like email, SSH, and BitTorrentWeb servicesMultitaskingGraphical and terminal interfacesIf you need to write a web application, this book shows you how to get started with Rails. If you're a system administrator who needs to rename thousands of files, you'll see how to use Ruby for this and other everyday tasks. You'll learn how to read and write Excel spreadsheets, classify text with Bayesian filters, and create PDF files. We've even included a few silly tricks that were too cool to leave out, like how to blink the lights on your keyboard.The Ruby Cookbook is the most useful book yet written about Ruby. When you need to solve a problem, don't reinvent the wheel: look it up in the Cookbook.
...more
",141
42,"
""Food,"" says Ruby Ann Boxcar, ""is one thing all trailer park people have in common, followed by their undyin' love of Elvis and the reproduction of ugly children."" The recipes of trailer dwellers are unlike any others. Its been known to make men turn championship wrestling off, large women in double knit polyester slacks dance, and derelict children smile. That's why Ruby
""Food,"" says Ruby Ann Boxcar, ""is one thing all trailer park people have in common, followed by their undyin' love of Elvis and the reproduction of ugly children."" The recipes of trailer dwellers are unlike any others. Its been known to make men turn championship wrestling off, large women in double knit polyester slacks dance, and derelict children smile. That's why Ruby Ann has taken the time to write down her favorite recipes in an easy to read cookbook (The Down Home Trailer Park Cookbook; A Twister Of Tasty Treats).This cookbook gives the reader a titillating guide to handed down recipes and an insider's look at Ruby Ann's fellow residents at the 20 lot ""High Chaparral Trailer Park"" in Pangburn, Arkansas. Along with good food and gossip, the reader will come face to face with sex, murder, topless dancing, Baptist ministers, adultery, and political secrets. The fact that Ruby Ann Boxcar has lived her entire life in a trailer, and her updo hairstyle, cat eyed glasses, and blue eye shadow insures the reader she knows what she's talking about when it comes to trailer park living. Her 300-pound figure speaks for itself on the question of her cooking credentials.
...more
",142
43,"
The doyenne of the double-wide returns with delicious recipes and juicy gossip for the holidays. No matter what their social standing, readers will be able to celebrate the joy of Spam, government cheese, and delectable dishes like ""Love Me Tender Peanut Butter Banana Fried Ice Cream.""
",143
44,"
From Publishers Weekly:Free of the restraints of haute cuisine, the Michelin guide and roofed kitchens in general, Boxcar weighs in with highly entertaining recipes and helpless hints, straight from her double-wide trailer at the High Chaparral Trailer Park in Pangburn, Ark. It should be noted that the term barbecue, in this context, refers to anything edible that has come
From Publishers Weekly:Free of the restraints of haute cuisine, the Michelin guide and roofed kitchens in general, Boxcar weighs in with highly entertaining recipes and helpless hints, straight from her double-wide trailer at the High Chaparral Trailer Park in Pangburn, Ark. It should be noted that the term barbecue, in this context, refers to anything edible that has come into contact with a heat source in the out-of-doors. The results are rarely pretty but make for the kind of entertaining reading often associated with milk coming out of one's nose. The necessity for a third volume of such d‚tritus-blanc delicacies (Ruby Anne's Down Home Trailer Park Cookbook started the wheels rolling) was brought about not by the public's overwhelming demand but rather, as the author suggests, by a scarcity of government-surplus cheese, which was a staple of so many of her previous creations: budget-conscious chefs will have to dole out for Velveeta this time around to fill their Armadillo Eggs (a.k.a. stuffed jalapenos). Other frights from the cupboard show up in Billy Bob's Kabobs, a skewer full of Spam and bell peppers. Yes, one could try their hand at El Wienie Mexicano, which takes taco seasoning to a place it best ought not to go, but the better bet is to hit the Taco Bell drive-thru and then settle in with the trailer park updates and cooking tips that bookend the Pork Entombed Trout and the Born-Again Baked Beans. It is here that one discovers how to cook in a lightning storm (""send someone else out to flip the burgers"") and that 57-year-old Donna Sue, over in Lot #6, is still headlining at the Blue Whale Strip Club. Copyright 2003 Reed Business Information, Inc.
...more
",144
45,"
Enjoy the best of America's traditional soul food cuisine made the healthy way. With ""Ruby's Low-Fat Soul Food Cookbook,"" you can cook up mouthwatering southern dishes including soups, stews, gumbos, salads, main courses, vegetables, sauces, biscuits and breads, desserts, and beverages. Each recipe is a delectable, satisfying celebration of our rich African-American
Enjoy the best of America's traditional soul food cuisine made the healthy way. With ""Ruby's Low-Fat Soul Food Cookbook,"" you can cook up mouthwatering southern dishes including soups, stews, gumbos, salads, main courses, vegetables, sauces, biscuits and breads, desserts, and beverages. Each recipe is a delectable, satisfying celebration of our rich African-American culinary heritage--and, because each recipe contains only a fraction of the fat, cholestrol, and sodium found in other soul food recipes, these dishes noursh the body as well as the soul.
...more
",146
46,"
Rails Cookbook is packed with the solutions you need to be a proficient developer with Rails, the leading framework for building the new generation of Web 2.0 applications. Recipes range from the basics, like installing Rails and setting up your development environment, to the latest techniques, such as developing RESTful web services.With applications that are code light,
Rails Cookbook is packed with the solutions you need to be a proficient developer with Rails, the leading framework for building the new generation of Web 2.0 applications. Recipes range from the basics, like installing Rails and setting up your development environment, to the latest techniques, such as developing RESTful web services.With applications that are code light, feature-full and built to scale quickly, Rails has revolutionized web development. The Rails Cookbook addresses scores of real-world challenges; each one includes a tested solution, plus a discussion of how and why it works, so that you can adapt the techniques to similar situations. Topics include:Modeling data with the ActiveRecord librarySetting up views with ActionView and RHTML templatesBuilding your application's logic into ActionControllerTesting and debugging your Rails applicationBuilding responsive web applications using JavaScript and AjaxEnsuring that your application is security and performs wellDeploying your application with Mongrel and ApacheUsing Capistrano to automate deploymentUsing the many Rails pluginsWorking with graphicsWhether you're new to Rails or an experienced developer, you'll discover ways to test, debug and secure your applications, incorporate Ajax, use caching to improve performance, and put your application into production. Want to get ahead of the Web 2.0 curve? This valuable cookbook will save you hundreds of hours when developing applications with Rails.
...more
",147
47,"
After hurricane Katrina, many thought the ability to enjoy fine New Orleans style cooking might be gone forever. Fortunately, the culinary experience tourists and locals alike expect from New Orleans and South Louisiana has been captured in an elegant new cookbook. Titled Ruby Slippers Cookbook: Life, Culture, Family and Food After Katrina, the 232-page coffee table style
After hurricane Katrina, many thought the ability to enjoy fine New Orleans style cooking might be gone forever. Fortunately, the culinary experience tourists and locals alike expect from New Orleans and South Louisiana has been captured in an elegant new cookbook. Titled Ruby Slippers Cookbook: Life, Culture, Family and Food After Katrina, the 232-page coffee table style volume is now available for sale online, enabling food lovers the opportunity to enjoy fabulous New Orleans and Louisiana style cuisine at home while also helping a good cause. New Orleans resident and emerging author, Amy Cyrex Sins, is supporting the Coalition to Restore Coastal Louisiana through her full size, four-color, hardbound cookbook. Amy’s has included her personal journey after the floodwaters ravaged her home, as well as, stories from people she has met along the way. Included throughout the book are interesting facts about life in New Orleans. While pairing both traditional and inventive menus with heartwarming stories from rescue workers, residents and friends of the region, Amy creates a book truly capturing life in New Orleans and South Louisiana both before and after Katrina. Ruby Slippers not only offers over 140 family recipes from throughout Louisiana, but also several recipes from 14 of New Orleans’ finest restaurants. The menus are sure to keep readers busy entertaining family and friends with traditional New Orleans dishes and a few new family favorites. Amy’s book is filled with lavish photography, sure to evoke strong emotions, depicting both devastated and untouched areas of the city. Readers will find the book heartbreaking, heartwarming, uplifting all at the same time. The resilience and strength of the people living in the New Orleans area is evident in the pages of Ruby Slippers. Amy’s book is a small step in the right direction to preserve something all hold dear: life, family, and food that are uniquely New Orleans.
...more
",148
48,"
Spices are essential ingredients in every part of the world, used to heat up the most prosaic ingredients and sharpen the appetite. More than 200 tantalizing recipes show how to add fragrant aroma, piquancy or fierce flavor to any dish. From spicy soups to subtly scented desserts, this guide can help readers cater to every taste. More than 600 color photos.
",149
49,"
Acclaimed by many as the world's greatest novel, Anna Karenina provides a vast panorama of contemporary life in Russia and of humanity in general. In it Tolstoy uses his intense imaginative insight to create some of the most memorable characters in literature. Anna is a sophisticated woman who abandons her empty existence as the wife of Karenin and turns to Count Vronsky
Acclaimed by many as the world's greatest novel, Anna Karenina provides a vast panorama of contemporary life in Russia and of humanity in general. In it Tolstoy uses his intense imaginative insight to create some of the most memorable characters in literature. Anna is a sophisticated woman who abandons her empty existence as the wife of Karenin and turns to Count Vronsky to fulfil her passionate nature - with tragic consequences. Levin is a reflection of Tolstoy himself, often expressing the author's own views and convictions.Throughout, Tolstoy points no moral, merely inviting us not to judge but to watch. As Rosemary Edmonds comments, 'He leaves the shifting patterns of the kaleidoscope to bring home the meaning of the brooding words following the title, 'Vengeance is mine, and I will repay.
...more
",151
50,"
Acclaimed by many as the world's greatest novel, Anna Karenina provides a vast panorama of contemporary life in Russia and of humanity in general. In it Tolstoy uses his intense imaginative insight to create some of the most memorable characters in literature. Anna is a sophisticated woman who abandons her empty existence as the wife of Karenin and turns to Count Vronsky
Acclaimed by many as the world's greatest novel, Anna Karenina provides a vast panorama of contemporary life in Russia and of humanity in general. In it Tolstoy uses his intense imaginative insight to create some of the most memorable characters in literature. Anna is a sophisticated woman who abandons her empty existence as the wife of Karenin and turns to Count Vronsky to fulfil her passionate nature - with tragic consequences. Levin is a reflection of Tolstoy himself, often expressing the author's own views and convictions.Throughout, Tolstoy points no moral, merely inviting us not to judge but to watch. As Rosemary Edmonds comments, 'He leaves the shifting patterns of the kaleidoscope to bring home the meaning of the brooding words following the title, 'Vengeance is mine, and I will repay.
...more
",152
51,"
'Everything is finished. I have nothing but you now. Remember that'Anna Karenina seems to have everything - beauty, wealth, popularity and an adored son. But she feels that her life is empty until the moment she encounters the impetuous officer Count Vronsky. Their subsequent affair scandalizes society and family alike and soon brings jealously and bitterness in its wake.
'Everything is finished. I have nothing but you now. Remember that'Anna Karenina seems to have everything - beauty, wealth, popularity and an adored son. But she feels that her life is empty until the moment she encounters the impetuous officer Count Vronsky. Their subsequent affair scandalizes society and family alike and soon brings jealously and bitterness in its wake. Contrasting with this tale of love and self-destruction is the vividly observed story of Levin, a man striving to find contentment and a meaning to his life - and also a self-portrait of Tolstoy himself.
...more
",153
52,"
The original CliffsNotes study guides offer expert commentary on major themes, plots, characters, literary devices, and historical background.CliffsNotes on Anna Karenina delves into the complex web of relationships in Tolstoy’s epic novel. As the characters unfold, this novel draws you into the lives of Karenin, Anna, and others as they struggle through the seemingly
The original CliffsNotes study guides offer expert commentary on major themes, plots, characters, literary devices, and historical background.CliffsNotes on Anna Karenina delves into the complex web of relationships in Tolstoy’s epic novel. As the characters unfold, this novel draws you into the lives of Karenin, Anna, and others as they struggle through the seemingly hopeless marriage patterns of urban society. Do romantic relationships make us stronger or weaker as individuals?With insights into the characters of Anna Karenina, as well as information about Tolstoy’s own life and background, this study guide will help you get the most out of this classic novel. Other features that help you study includeA character list that reveals names, traits, and key relationshipsSummaries and commentaries on each chapterCritical essaysIn-depth character analysesAnalysis of major themesReview questions and suggested writing topicsClassic literature or modern modern-day treasure — you'll understand it all with expert information and insight from CliffsNotes study guides.
...more
",154
53,"
Married to a powerful government minister, Anna Karenina is a beautiful woman who falls deeply in love with a wealthy army officer, the elegant Count Vronsky. Desperate to find truth and meaning in her life, she rashly defies the conventions of Russian society and leaves her husband and son to live with her lover. Condemned and ostracized by her peers and prone to fits of
Married to a powerful government minister, Anna Karenina is a beautiful woman who falls deeply in love with a wealthy army officer, the elegant Count Vronsky. Desperate to find truth and meaning in her life, she rashly defies the conventions of Russian society and leaves her husband and son to live with her lover. Condemned and ostracized by her peers and prone to fits of jealousy that alienate Vronsky, Anna finds herself unable to escape an increasingly hopeless situation.Set against this tragic affair is the story of Konstantin Levin, a melancholy landowner whom Tolstoy based largely on himself. While Anna looks for happiness through love, Levin embarks on his own search for spiritual fulfillment through marriage, family, and hard work. Surrounding these two central plot threads are dozens of characters whom Tolstoy seamlessly weaves together, creating a breathtaking tapestry of nineteenth-century Russian society.From its famous opening sentence — ""Happy families are all alike; every unhappy family is unhappy in its own way”—to its stunningly tragic conclusion, this enduring tale of marriage and adultery plumbs the very depths of the human soul.
...more
",155
54,"
A beautiful society wife from St. Petersburg, determined to live life on her own terms, sacrifices everything to follow her conviction that love is stronger than duty. A socially inept but warmhearted landowner pursues his own visions instead of conforming to conventional views. The adulteress and the philosopher head the vibrant cast of characters in Anna Karenina,
A beautiful society wife from St. Petersburg, determined to live life on her own terms, sacrifices everything to follow her conviction that love is stronger than duty. A socially inept but warmhearted landowner pursues his own visions instead of conforming to conventional views. The adulteress and the philosopher head the vibrant cast of characters in Anna Karenina, Tolstoy's tumultuous tale of passion and self-discovery. This novel marks a turning point in the author's career, the juncture at which he turned from fiction toward faith. Set against a backdrop of the historic social changes that swept Russia during the late nineteenth century, it reflects Tolstoy's own personal and psychological transformation. Two worlds collide in the course of this epochal story: that of the old-time aristocrats, who struggle to uphold their traditions of serfdom and authoritarian government, and that of the Westernizing liberals, who promote technology, rationalism, and democracy. This cultural clash unfolds in a compelling, emotional drama of seduction, betrayal, and redemption.
...more
",156
55,"
Married to a powerful government minister, Anna Karenina is a beautiful woman who falls deeply in love with a wealthy army officer, the elegant Count Vronsky. Desperate to find truth and meaning in her life, she rashly defies the conventions of Russian society and leaves her husband and son to live with her lover. Condemned and ostracized by her peers and prone to fits of
Married to a powerful government minister, Anna Karenina is a beautiful woman who falls deeply in love with a wealthy army officer, the elegant Count Vronsky. Desperate to find truth and meaning in her life, she rashly defies the conventions of Russian society and leaves her husband and son to live with her lover. Condemned and ostracized by her peers and prone to fits of jealousy that alienate Vronsky, Anna finds herself unable to escape an increasingly hopeless situation. Set against this tragic affair is the story of Konstantin Levin, a melancholy landowner whom Tolstoy based largely on himself. While Anna looks for happiness through love, Levin embarks on his own search for spiritual fulfillment through marriage, family, and hard work. Surrounding these two central plot threads are dozens of characters whom Tolstoy seamlessly weaves together, creating a breathtaking tapestry of nineteenth-century Russian society. From its famous opening sentence—""Happy families are all alike; every unhappy family is unhappy in its own way”—to its stunningly tragic conclusion, this enduring tale of marriage and adultery plumbs the very depths of the human soul.
...more
",157
56,"
Anna Karenina is the wife of a prominant Russian government official. She leads a correct but confining upper-middle-class existence. She seems content with her life as a proper companion to her dignified, unaffectionate husband and an adoring mother to her young son, until she meets Count Vronsky, a young officer of the guards. He pursues her and she falls madly in love
Anna Karenina is the wife of a prominant Russian government official. She leads a correct but confining upper-middle-class existence. She seems content with her life as a proper companion to her dignified, unaffectionate husband and an adoring mother to her young son, until she meets Count Vronsky, a young officer of the guards. He pursues her and she falls madly in love with him. Her husband refuses to divorce her, so she gives up everything, including her beloved son, to be with Vronsky. After a short time, Vronsky becomes bored and unhappy with their life as social outcasts. He abandons her, returns to the military and is immediately accepted back into society. Anna, a fallen woman, shunned by respectable society, throws herself under a train.
...more
",158
57,"
Dinner With Anna Karenina by Gloria Goldreich released on Dec 27, 2005 is available now for purchase.
",159
58,"
This exploration of the subtle psychology in Tolstoy's characterization avoids complex terminology and assumes a readership studying the text in English translation.
",160
59,"
A brilliantly crafted novel about one man's betrayal of his talent, his friends, and his principles-a work of demon energy, startling imagery, and utter originality.  At fifty-six, Anatoly Sukhanov has everything a man could want. Nearly twenty-five years ago, he traded his precarious existence as a brilliant underground artist for the perks and comforts of a high-ranking
A brilliantly crafted novel about one man's betrayal of his talent, his friends, and his principles-a work of demon energy, startling imagery, and utter originality.  At fifty-six, Anatoly Sukhanov has everything a man could want. Nearly twenty-five years ago, he traded his precarious existence as a brilliant underground artist for the perks and comforts of a high-ranking Soviet apparatchik. Once he created art; now he censors it. His past is a shadow, repressed to the point of nonexistence. But a series of increasingly bizarre events transforms his perfect world into a nightmare. Buried dreams return to haunt him, his life begins to unravel, new political alignments in the Kremlin threaten to undo him, and little by little, he finds himself losing everything he sold his soul to gain.  Told in dream sequences that may be true, in real time that may be nightmares, in shifting time frames and voices, Olga Grushin's novel is a highly sophisticated, often surreal exploration of self-dissolution, faithlessness, and transformation.
...more
",161
60,"
Bakha is a young man, proud and even attractive, yet none the less he is an outcast in India's caste system: an Untouchable. This novel describes a day in the life of Bakha, sweeper and toilet-cleaner, as he searches for a meaning to the tragic existence he has been born into - and comes to an unexpected conclusion.
",162
61,"
One of the most dazzling and adventurous writers now working in English takes on the enigma of the Cambridge spies in a novel of exquisite menace, biting social comedy, and vertiginous moral complexity. The narrator is the elderly Victor Maskell, formerly of British intelligence, for many years art expert to the Queen. Now he has been unmasked as a Russian agent and
One of the most dazzling and adventurous writers now working in English takes on the enigma of the Cambridge spies in a novel of exquisite menace, biting social comedy, and vertiginous moral complexity. The narrator is the elderly Victor Maskell, formerly of British intelligence, for many years art expert to the Queen. Now he has been unmasked as a Russian agent and subjected to a disgrace that is almost a kind of death. But at whose instigation?As Maskell retraces his tortuous path from his recruitment at Cambridge to the airless upper regions of the establishment, we discover a figure of manifold doubleness: Irishman and Englishman; husband, father, and lover of men; betrayer and dupe. Beautifully written, filled with convincing fictional portraits of Maskell's co-conspirators, and vibrant with the mysteries of loyalty and identity, The Untouchable places John Banville in the select company of both Conrad and le Carre.Winner of the Lannan Literary Award for Fiction""Contemporary fiction gets no better than this... Banville's books teem with life and humor."" - Patrick McGrath, The New York Times Book Review""Victor Maskell is one of the great characters in recent fiction... The Untouchable is the best work of art in any medium on [its] subject."" -Washington Post Book World""As remarkable a literary voice as any to come out of Ireland; Joyce and Beckett notwithstanding."" -San Francisco Chronicle
...more
",163
62,"
The Untouchables is the gripping true story of the team of men who broke the back of the vicious Chicago crime mob and its stranglehold on the nation, told by the man who orchestrated the effort. Enormously successful as a long-running TV series, The Untouchables should leap onto the bestseller lists when released as a major motion picture in June, starring Robert DeNiro
The Untouchables is the gripping true story of the team of men who broke the back of the vicious Chicago crime mob and its stranglehold on the nation, told by the man who orchestrated the effort. Enormously successful as a long-running TV series, The Untouchables should leap onto the bestseller lists when released as a major motion picture in June, starring Robert DeNiro and Sean Connery.
...more
",164
63,"
Every sixth human being in the world today is an Indian, and every sixth Indian is an untouchable. For thousands of years the untouchables, or Dalits, the people at the bottom of the Hindu caste system, have been treated as subhuman. Their story has rarely been told. This remarkable book achieves something altogether unprecedented: it gives voice to India's voiceless.  In
Every sixth human being in the world today is an Indian, and every sixth Indian is an untouchable. For thousands of years the untouchables, or Dalits, the people at the bottom of the Hindu caste system, have been treated as subhuman. Their story has rarely been told. This remarkable book achieves something altogether unprecedented: it gives voice to India's voiceless.  In Untouchables, Narendra Jadhav tells the awe-inspiring story of his family's struggle for equality and justice in India. While most Dalits had accepted their lowly position as fate, Jadhav's father rebelled against the oppressive caste system and fought against all odds to forge for his children a destiny that was never ordained.  Based on his father's diaries and family stories, Jadhav has written the triumphant story of his parents -- their great love, unwavering courage, and eventual victory in the struggle to free themselves and their children from the caste system. Jadhav vividly brings his parents' world to light and unflinchingly documents the life of untouchables -- the hunger, the cruel humiliations, the perpetual fear and brutal abuse.  Compelling and deeply compassionate, Untouchables is a son's tribute to his parents, an illuminating chronicle of one of the most important moments in Indian history, and an eye-opening work of nonfiction that gives readers access and insight into the lives of India's 165 million Dalits, whose struggle for equality continues even today.
...more
",165
64,"
After Centuries of slavery, apartheid and ethnocide, the silence is broken. One hundred million Dalits in India, the twentieth century's largest, most repressed minority, cry out for the ear of the world.
",166
65,"
In a compelling account of the lives of those at the bottom of Indian society, the authors explore the construction of the Untouchables as a social and political category, the historical background that led to such a definition and their position in India today. The authors argue that, despite efforts to ameliorate their condition, a considerable edifice of discrimination
In a compelling account of the lives of those at the bottom of Indian society, the authors explore the construction of the Untouchables as a social and political category, the historical background that led to such a definition and their position in India today. The authors argue that, despite efforts to ameliorate their condition, a considerable edifice of discrimination persists. The book promises to make a major contribution to the social and economic debates on poverty, while its wide-ranging perspectives will ensure a readership from across the disciplines.
...more
",167
66,"
There is much in Vasant Moon's story of his vasti, his childhood neighborhood in India, that would probably be true of any ghetto anywhere in the world. There is hunger and deprivation, to be sure, but also a sense of community, an easy acceptance of petty crime and violence, the saving grace of sports and organized activities led by caring adults, the off-again on-again
There is much in Vasant Moon's story of his vasti, his childhood neighborhood in India, that would probably be true of any ghetto anywhere in the world. There is hunger and deprivation, to be sure, but also a sense of community, an easy acceptance of petty crime and violence, the saving grace of sports and organized activities led by caring adults, the off-again on-again aid from relatives, the inexplicable cruelty and unexpected generosity, and escape through education. But there is much here that is peculiarly and vividly Indian as well. Primary among these is the factor of caste, a hierarchical system unrelated to race but based on ancient principles of hereditary pollution and purity, with Brahmans the purest and Untouchables the most polluted. Second is the presence of a hero so important he is described as a ""wave,"" and surely no despised group has ever had a leader as meaningful as Dr. B. R. (Babasaheb) Ambedkar was and remains for India's awakened and ambitious Dalits. Third is nature, with Moon's compelling descriptions of Nagpur's heat and the vivid joy brought by the monsoon. Indeed, every tree, every fruit, every nook and cranny of the world in and around the vasti plays an important part in his story. Dalit literature, poetry, plays, and autobiographies have been one of the most important developments in the culture of India in the past thirty years, yet little has been translated for a Western audience. Vasant Moon's Growing Up Untouchable, the first Dalit autobiography to be published in English, is a moving and eloquent testament to a uniquely Indian life as well as to the universal human spirit.
...more
",168
67,"
What is required for something to be evidence for a hypothesis? In this fascinating, elegantly written work, distinguished philosopher of science Peter Achinstein explores this question, rejecting typical philosophical and statistical theories of evidence. He claims these theories are much too weak to give scientists what they want--a good reason to believe--and, in some
What is required for something to be evidence for a hypothesis? In this fascinating, elegantly written work, distinguished philosopher of science Peter Achinstein explores this question, rejecting typical philosophical and statistical theories of evidence. He claims these theories are much too weak to give scientists what they want--a good reason to believe--and, in some cases, they furnish concepts that mistakenly make all evidential claims a priori. Achinstein introduces four concepts of evidence, defines three of them by reference to ""potential"" evidence, and characterizes the latter using a novel epistemic interpretation of probability. The resulting theory is then applied to philosophical and historical issues. Solutions are provided to the ""grue,"" ""ravens,"" ""lottery,"" and ""old-evidence"" paradoxes, and to a series of questions. These include whether explanations or predictions furnish more evidential weight, whether individual hypotheses or entire theoretical systems can receive evidential support, what counts as a scientific discovery, and what sort of evidence is required for it. The historical questions include whether Jean Perrin had non-circular evidence for the existence of molecules, what type of evidence J.J. Thomson offered for the existence of the electron, and whether, as is usually supposed, he really discovered the electron. Achinstein proposes answers in terms of the concepts of evidence introduced. As the premier book in the fabulous new series Oxford Studies in Philosophy of Science, this volume is essential for philosophers of science and historians of science, as well as for statisticians, scientists with philosophical interests, and anyone curious about scientific reasoning.
...more
",170
68,"
During the 21st Century, social workers will increasingly use evidence-based knowledge to plan, implement, and evaluate the quality of their own professional activities. This book explores the skills needed for evidence-based social work (EBSW). This book emphasizes the importance of applied practice, critical thinking, and self-directed lifelong learning. Readers will
During the 21st Century, social workers will increasingly use evidence-based knowledge to plan, implement, and evaluate the quality of their own professional activities. This book explores the skills needed for evidence-based social work (EBSW). This book emphasizes the importance of applied practice, critical thinking, and self-directed lifelong learning. Readers will learn the fundamentals of the EBSW skills, practice them to establish beginning proficiency, and then apply them to a target client group of their choosing. Social workers and anyone interested in practicing evidence-based social work.
...more
",171
69,"
An up-to-the-minute, clinically oriented, and encyclopedic textbook of general surgery for all surgical residents, general surgeons, and medical students. Divided into eight sections, the text brings together the emerging leaders in surgery to concisely present and synthesize the key issues in the different surgical disciplines. Each chapter presents anatomy, physiology
An up-to-the-minute, clinically oriented, and encyclopedic textbook of general surgery for all surgical residents, general surgeons, and medical students. Divided into eight sections, the text brings together the emerging leaders in surgery to concisely present and synthesize the key issues in the different surgical disciplines. Each chapter presents anatomy, physiology and associated scientific development, disease etiology and prevention, appropriate diagnostic procedures, treatment of benign and malignant disease, and well illustrated, technical discussion of how-to-do surgery. Color-coded tables summarize the evidence currently available for a wide variety of surgical treatment options. The text is augmented by a specially comisioned art program with more than 1000 illustrations to clearly depict surgical techniques. A CD-ROM packaged with the text provides a hypertext link to PubMed for every reference - invaluable for research.
...more
",172
70,"
Returning to Ireland to reclaim a painting that is part of his patrimony, a thirty-eight-year-old man commits a ghastly and motiveless murder, which he confesses in a novel-length narrative.
",174
71,"
""A Challenge to the Critics"" is a carefully documented book that covers a wide spectrum of anti-Mormon claims concerning the Book of Mormon. It systematically exposes fraudulent assertions by presenting irrefutable evidences drawn from the findings of historians, anthropologists and archaeologists. Intriguing topics such as the Smithsonian statement, metal plates, stone
""A Challenge to the Critics"" is a carefully documented book that covers a wide spectrum of anti-Mormon claims concerning the Book of Mormon. It systematically exposes fraudulent assertions by presenting irrefutable evidences drawn from the findings of historians, anthropologists and archaeologists. Intriguing topics such as the Smithsonian statement, metal plates, stone boxes, wordprints, chiasmus, and Hebraisms are discussed, as well as early codices, ancient American scripts, and reformed Egyptian. Other important themes include the Nephite monetary system, the wheel, and the existence of elephants, horses and bees in ancient America. The author also provides evidence and new insights concerning the Jaredite, Mulekite and Israelite origins. The Lehi Tree of Life stone figures prominently in this discussion, and most significant is the evidence given concerning the coming of Christ to the Americas. In a decisive and straightforward style, this carefully researched book establishes a major challenge to anti-Mormon critics, carefully exposing many of the misrepresentations, false assertions and unsubstantiated claims of those who have attacked the veracity of the Book of Mormon as scripture revealed by God.
...more
",175
72,"
I have know him as a mster storyteller. Now meet Brenton G. Yorgason as an entertaining historical scholar. Dr Yorgason begins this narrative by sharing his initial personal encounter with reading the Book of Mormon, as well as his own experience of reading the book, years later, on a long flight to the land where Lehi and Nephi begin their account. He then explores
I have know him as a mster storyteller. Now meet Brenton G. Yorgason as an entertaining historical scholar. Dr Yorgason begins this narrative by sharing his initial personal encounter with reading the Book of Mormon, as well as his own experience of reading the book, years later, on a long flight to the land where Lehi and Nephi begin their account. He then explores interesting and insightful facts about the Books of Mormon. This he does by delving into little known details surrounding the receiving of the golden plates by Joseph Smith, as well as by presenting an understanding of the actual translation of these plates. He then identifies physical evidences that point further to the book's divinity.
...more
",176
